id,student_id,course_id,course_grade
279,5,NUM METHOD FOR CHEM ENGG,7
280,5,MATERIAL SCIENCE & ENGG,7
281,5,SEPARATION PROCESSES I,6
282,5,PRINCIPLES OF ECONOMICS,7
283,5,FUNDA OF FIN AND ACCOUNT,7
284,5,DERIVATIVES &  RISK MGMT,5
285,5,INTRO TO MASS COMM,6
286,5,INTRODUCTION TO MEMS,9
287,5,CHEMICAL ENGG LAB I,9
288,5,CHEMICAL ENGG LAB II,10
289,5,PROCESS DES PRINCIPLE II,7
290,5,ENVIR POLLUTION CONTROL,7
291,5,COLLOIDS AND INTERFACE ENGINEE,7
292,5,FINANCIAL MANAGEMENT,7
293,5,CORROSION ENGINEERING,6
294,5,THEORY OF RELATIVITY,7
295,5,PRACTICE SCHOOL I,10
296,6,BIOLOGY LABORATORY,9
297,6,GENERAL BIOLOGY,6
298,6,ENGINEERING GRAPHICS,10
299,6,THERMODYNAMICS,6
300,6,TECHNICAL REPORT WRITING,7
301,6,COMPUTER PROGRAMMING,5
302,6,MATHEMATICS I,6
303,6,ENVIRONMENTAL STUDIES,7
304,6,CHEMICAL PROCESS CALCULA,7
305,6,FLUID MECHANICS,9
306,6,CHEM ENGG THERMODYNAMICS,9
307,6,ENGINEERING CHEMISTRY,8
308,6,CULTURAL STUDIES,7
309,6,CINEMATIC ADAPTATION,6
310,6,MATHEMATICS III,7
311,6,RENEWABLE ENERGY,9
312,6,KINETICS & REACTOR DESIG,8
313,6,SEPARATION PROCESSES II,10
314,6,PROCESS DES PRINCIPLES I,9
315,6,PROCESS DYN & CONTROL,10
316,6,DESIGN PROJECT,10
317,6,TRANSPORT PHENOMENA,9
318,6,THESIS,10
319,6,CHEMISTRY LABORATORY,10
320,6,GENERAL CHEMISTRY,7
321,6,ELECTRICAL SCIENCES,6
322,6,MATHEMATICS II,6
323,6,PROBABILITY & STATISTICS,6
324,6,WORKSHOP PRACTICE,8
325,6,PHYSICS LABORATORY,10
326,6,MECH OSCILLATIONS & WAVE,7
327,6,HEAT TRANSFER,10
328,6,NUM METHOD FOR CHEM ENGG,10
329,6,MATERIAL SCIENCE & ENGG,9
330,6,SEPARATION PROCESSES I,9
331,6,PRINCIPLES OF ECONOMICS,7
332,6,INTRODUCTION TO CRITICAL PEDAG,7
333,6,NEGOTIATION SKILLS AND TECHNIQ,7
334,6,CHEMICAL ENGG LAB I,9
335,6,CHEMICAL ENGG LAB II,10
336,6,PROCESS DES PRINCIPLE II,9
337,6,DESIGN PROJECT,10
338,6,ENVIR POLLUTION CONTROL,9
339,6,COMPUTATIONAL FLUID DYNAMICS,10
340,6,SUPPLY CHAIN MANAGEMENT,7
341,6,CHEMICAL PROCESS TECH,8
342,6,CORROSION ENGINEERING,8
343,6,ALTERNATE ENER RESOURCES,7
344,6,PRACTICE SCHOOL I,10
345,7,CHEMISTRY LABORATORY,10
346,7,GENERAL CHEMISTRY,9
347,7,ELECTRICAL SCIENCES,9
348,7,MATHEMATICS I,9
349,7,WORKSHOP PRACTICE,8
350,7,PHYSICS LABORATORY,10
351,7,MECH OSCILLATIONS & WAVE,8
352,7,OBJECT ORIENTED PROG,6
353,7,LOGIC IN COMPUTER SC,7
354,7,DIGITAL DESIGN,7
355,7,DISCR STRUC FOR COMP SCI,7
356,7,PRINCIPLES OF ECONOMICS,5
357,7,ADV COMMUNICATIVE ENG,7
358,7,MATHEMATICS III,8
359,7,HUMAN COMP INTERACTION,6
360,7,PRINCIPLES OF PROGG LANG,6
361,7,COMPUTER ARCHITECTURE,8
362,7,THEORY OF COMPUTATION,6
363,7,OPERATING SYSTEMS,7
364,7,COMPUTATIONAL GEOMETRY,8
365,7,ARTIFICIAL INTELLIGENCE,7
366,7,GAME THEORY AND ITS APPLICATIO,8
367,7,SEL TOPICS FROM COMP SC,6
368,7,CULTURAL STUDIES,6
369,7,INTRODUCTION TO DISABILITY STU,6
370,7,BIOLOGY LABORATORY,10
371,7,GENERAL BIOLOGY,7
372,7,ENGINEERING GRAPHICS,8
373,7,THERMODYNAMICS,8
374,7,TECHNICAL REPORT WRITING,7
375,7,COMPUTER PROGRAMMING,7
376,7,MATHEMATICS II,9
377,7,PROBABILITY & STATISTICS,9
378,7,ENVIRONMENTAL STUDIES,7
379,7,CRYPTOGRAPHY,8
380,7,ELECTROCHEM FUNDA & APPL,7
381,7,DATA STRUCTURES & ALGO,10
382,7,DATABASE SYSTEMS,7
383,7,MICROPROC & INTERFACING,9
384,7,URBAN POLICY AND GOVERNANCE,6
385,7,PATTERN RECOGNITION,7
386,7,COMPUTER NETWORKS,7
387,7,COMPILER CONSTRUCTION,7
388,7,DESIGN & ANAL OF ALGO,7
389,7,SYMBOLIC LOGIC,7
390,7,NUMBER THEORY,7
391,7,PRACTICE SCHOOL II,10
392,7,PRACTICE SCHOOL I,10
393,8,BIOLOGY LABORATORY,10
394,8,GENERAL BIOLOGY,7
395,8,ENGINEERING GRAPHICS,10
396,8,THERMODYNAMICS,8
397,8,TECHNICAL REPORT WRITING,9
398,8,COMPUTER PROGRAMMING,8
399,8,MATHEMATICS I,9
400,8,ENVIRONMENTAL STUDIES,7
401,8,CHEMICAL PROCESS CALCULA,8
402,8,FLUID MECHANICS,9
403,8,CHEM ENGG THERMODYNAMICS,7
404,8,ENGINEERING CHEMISTRY,8
405,8,FUNDA OF FIN AND ACCOUNT,7
406,8,CONTEMPORARY INDAIN ENG FIC,8
407,8,MATHEMATICS III,8
408,8,KINETICS & REACTOR DESIG,10
409,8,SEPARATION PROCESSES II,9
410,8,PROCESS DES PRINCIPLES I,10
411,8,PROCESS DYN & CONTROL,10
412,8,DESIGN PROJECT,9
413,8,TRANSPORT PHENOMENA,8
414,8,FOUNDATIONS OF DATA SCIENCE,7
415,8,APPLIED STATISTICAL METHODS,5
416,8,INTRO TO NANO SCIENCE,9
417,8,POLYMER CHEMISTRY,6
418,8,CHEMISTRY LABORATORY,9
419,8,GENERAL CHEMISTRY,9
420,8,ELECTRICAL SCIENCES,9
421,8,MATHEMATICS II,9
422,8,PROBABILITY & STATISTICS,8
423,8,WORKSHOP PRACTICE,8
424,8,PHYSICS LABORATORY,10
425,8,MECH OSCILLATIONS & WAVE,8
426,8,HEAT TRANSFER,8
427,8,NUM METHOD FOR CHEM ENGG,8
428,8,MATERIAL SCIENCE & ENGG,10
429,8,SEPARATION PROCESSES I,7
430,8,PRINCIPLES OF ECONOMICS,10
431,8,CREATIVE WRITING,9
432,8,CULTURAL STUDIES,9
433,8,STUDY PROJECT,10
434,8,CHEMICAL ENGG LAB I,9
435,8,CHEMICAL ENGG LAB II,10
436,8,PROCESS DES PRINCIPLE II,8
437,8,ENVIR POLLUTION CONTROL,10
438,8,COLLOIDS AND INTERFACE ENGINEE,9
439,8,PRACTICE SCHOOL II,10
440,8,PRACTICE SCHOOL I,10
441,9,BIOLOGY LABORATORY,9
442,9,GENERAL BIOLOGY,9
443,9,ENGINEERING GRAPHICS,8
444,9,THERMODYNAMICS,8
445,9,TECHNICAL REPORT WRITING,9
446,9,COMPUTER PROGRAMMING,7
447,9,MATHEMATICS I,8
448,9,ENVIRONMENTAL STUDIES,7
449,9,CHEMICAL PROCESS CALCULA,10
450,9,FLUID MECHANICS,9
451,9,CHEM ENGG THERMODYNAMICS,8
452,9,ENGINEERING CHEMISTRY,9
453,9,FUNDA OF FIN AND ACCOUNT,8
454,9,POP LITER & CULT S ASIA,8
455,9,MATHEMATICS III,8
456,9,KINETICS & REACTOR DESIG,8
457,9,SEPARATION PROCESSES II,7
458,9,PROCESS DES PRINCIPLES I,9
459,9,PROCESS DYN & CONTROL,9
460,9,ENVIR POLLUTION CONTROL,8
461,9,BUSS ANAL & VALUATION,6
462,9,SECUR ANAL & PORTFOL MGT,6
463,9,FINANCIAL MANAGEMENT,6
464,9,STUDY PROJECT,10
465,9,PETRO. REFI. TECH,9
466,9,CULTURAL STUDIES,8
467,9,CHEMISTRY LABORATORY,9
468,9,GENERAL CHEMISTRY,7
469,9,ELECTRICAL SCIENCES,8
470,9,MATHEMATICS II,7
471,9,PROBABILITY & STATISTICS,6
472,9,WORKSHOP PRACTICE,7
473,9,PHYSICS LABORATORY,8
474,9,MECH OSCILLATIONS & WAVE,6
475,9,HEAT TRANSFER,8
476,9,NUM METHOD FOR CHEM ENGG,10
477,9,MATERIAL SCIENCE & ENGG,9
478,9,SEPARATION PROCESSES I,6
479,9,PRINCIPLES OF ECONOMICS,7
480,9,DERIVATIVES &  RISK MGMT,8
481,9,CREATIVE WRITING,8
482,9,INTRODUCTION TO MEMS,10
483,9,CHEMICAL ENGG LAB I,9
484,9,CHEMICAL ENGG LAB II,9
485,9,PROCESS DES PRINCIPLE II,7
486,9,COLLOIDS AND INTERFACE ENGINEE,9
487,9,FINANCIAL RISK ANALYTICS & M,8
488,9,ASIAN CINEMAS AND CULTURES,8
489,9,PRACTICE SCHOOL II,10
490,9,PRACTICE SCHOOL I,10
491,10,BIOLOGY LABORATORY,7
492,10,GENERAL BIOLOGY,5
493,10,ENGINEERING GRAPHICS,9
494,10,THERMODYNAMICS,5
495,10,TECHNICAL REPORT WRITING,7
496,10,COMPUTER PROGRAMMING,5
497,10,MATHEMATICS I,5
498,10,ENVIRONMENTAL STUDIES,0
499,10,BUSINESS COMMUNICATION,5
500,10,INTRODUCTION TO AMERICAN LITER,4
501,10,MATHEMATICS III,5
502,10,OPTIMIZATION,4
503,10,DISCRETE MATHEMATICS,4
504,10,ELEMENTARY REAL ANALYSIS,2
505,10,ALGEBRA I,2
506,10,CHEMICAL PROCESS CALCULA,9
507,10,FLUID MECHANICS,8
508,10,CHEM ENGG THERMODYNAMICS,8
509,10,ENGINEERING CHEMISTRY,7
510,10,BUSS ANAL & VALUATION,9
511,10,INTRODUCTION TO TOPOLOGY,6
512,10,ORDINARY DIFF EQUATIONS,6
513,10,NUMERICAL ANALYSIS,5
514,10,KINETICS & REACTOR DESIG,5
515,10,CHEMICAL ENGG LAB I,8
516,10,SEPARATION PROCESSES II,2
517,10,PROCESS DES PRINCIPLES I,6
518,10,ENVIR POLLUTION CONTROL,4
519,10,PETRO. REFI. TECH,6
520,10,CULTURAL STUDIES,6
521,10,APPLIED STATISTICAL METHODS,5
522,10,PRACTICE SCHOOL II,10
523,10,CHEMISTRY LABORATORY,10
524,10,GENERAL CHEMISTRY,5
525,10,ELECTRICAL SCIENCES,5
526,10,MATHEMATICS II,4
527,10,PROBABILITY & STATISTICS,5
528,10,WORKSHOP PRACTICE,7
529,10,PHYSICS LABORATORY,10
530,10,MECH OSCILLATIONS & WAVE,4
531,10,PRINCIPLES OF ECONOMICS,5
532,10,FUNDA OF FIN AND ACCOUNT,6
533,10,MATHEMATICAL METHODS,6
534,10,OPERATIONS RESEARCH,4
535,10,GRAPHS AND NETWORKS,5
536,10,MEASURE & INTEGRATION,7
537,10,NONLINEAR OPTIMIZATION,4
538,10,HEAT TRANSFER,7
539,10,NUM METHOD FOR CHEM ENGG,7
540,10,MATERIAL SCIENCE & ENGG,7
541,10,SEPARATION PROCESSES I,7
542,10,DERIVATIVES &  RISK MGMT,6
543,10,INTRO TO FUNCTIONAL ANAL,4
544,10,DIFFERENTIAL GEOMETRY,7
545,10,PARTIAL DIFF EQUATIONS,2
546,10,STUDY PROJECT,7
547,10,CHEMICAL ENGG LAB II,8
548,10,PROCESS DYN & CONTROL,6
549,10,PROCESS DES PRINCIPLE II,4
550,10,MODEL & SIMU IN CHE ENGG,6
551,10,CHEMICAL PROCESS TECH,6
552,10,MATHEMATICAL MODELING,5
553,10,COMBINATORIAL MATHS,2
554,10,PRACTICE SCHOOL II,10
555,10,PRACTICE SCHOOL I,10
556,10,SECUR ANAL & PORTFOL MGT,7
557,10,FINANCIAL MANAGEMENT,7
558,10,NUMBER THEORY,4
559,11,BIOLOGY LABORATORY,10
560,11,GENERAL BIOLOGY,9
561,11,ENGINEERING GRAPHICS,10
562,11,THERMODYNAMICS,9
563,11,TECHNICAL REPORT WRITING,9
564,11,COMPUTER PROGRAMMING,9
565,11,MATHEMATICS I,7
566,11,ENVIRONMENTAL STUDIES,7
567,11,INTRO TO GENDER STUDIES,9
568,11,INTRO TO NANO SCIENCE,9
569,11,MATHEMATICS III,10
570,11,CLASSICAL MECHANICS,9
571,11,ELECTROMAGNETIC THEO I,9
572,11,OPTICS,10
573,11,ELEC MAGNET & OPTICS LAB,10
574,11,OBJECT ORIENTED PROG,8
575,11,LOGIC IN COMPUTER SC,8
576,11,DIGITAL DESIGN,9
577,11,DISCR STRUC FOR COMP SCI,8
578,11,QUANTUM MECHANICS II,9
579,11,STATISTICAL MECHANICS,9
580,11,COMPUTATIONAL PHYSICS,10
581,11,PRINCIPLES OF PROGG LANG,8
582,11,COMPUTER ARCHITECTURE,9
583,11,THEORY OF COMPUTATION,8
584,11,LABORATORY PROJECT,9
585,11,OPERATING SYSTEMS,7
586,11,DESIGN PROJECT,10
587,11,NATURAL LANGUAGE PROCESSING,8
588,11,GROUP THEORY & APPLI,8
589,11,THESIS,10
590,11,CHEMISTRY LABORATORY,9
591,11,GENERAL CHEMISTRY,9
592,11,ELECTRICAL SCIENCES,9
593,11,MATHEMATICS II,9
594,11,PROBABILITY & STATISTICS,10
595,11,WORKSHOP PRACTICE,10
596,11,PHYSICS LABORATORY,10
597,11,MECH OSCILLATIONS & WAVE,8
598,11,INTRODUCTION TO CRITICAL PEDAG,10
599,11,SRIMAD BHAGAVAD GITA,8
600,11,PRINCIPLES OF MANAGEMENT,9
601,11,ELECTROMAGNETIC THEO II,8
602,11,QUANTUM MECHANICS I,10
603,11,MATH METHOD OF PHYSICS,9
604,11,MODERN PHYSICS LAB,10
605,11,THIN FILM TECHNOLOGY,9
606,11,DATA STRUCTURES & ALGO,7
607,11,DATABASE SYSTEMS,10
608,11,MICROPROC & INTERFACING,7
609,11,SOLID STATE PHYSICS,7
610,11,ATOMIC & MOLECULAR PHY,9
611,11,NUCLEAR & PARTICLE PHY,10
612,11,ADVANCED PHYSICS LAB,9
613,11,COMPUTER NETWORKS,6
614,11,COMPILER CONSTRUCTION,8
615,11,DESIGN & ANAL OF ALGO,7
616,11,INFORMATION RETRIEVAL,7
617,11,QUANTUM OPTICS,9
618,11,GEOMETRICAL METHODS IN,9
619,11,PRACTICE SCHOOL II,10
620,11,PRACTICE SCHOOL I,10
621,12,CHEMISTRY LABORATORY,9
622,12,GENERAL CHEMISTRY,7
623,12,ELECTRICAL SCIENCES,7
624,12,MATHEMATICS I,7
625,12,WORKSHOP PRACTICE,7
626,12,PHYSICS LABORATORY,10
627,12,MECH OSCILLATIONS & WAVE,9
628,12,ENVIRONMENTAL STUDIES,7
629,12,FUNDA OF FIN AND ACCOUNT,7
630,12,MATHEMATICS III,8
631,12,MECHANICS OF SOLIDS,6
632,12,FLUID MECHANICS,6
633,12,MATERIALS SCIENCE & ENGG,8
634,12,APPLIED THERMODYNAMICS,8
635,12,MECHANICAL ENGG LAB,5
636,12,BUSS ANAL & VALUATION,10
637,12,PROJECT APPRAISAL,10
638,12,SECUR ANAL & PORTFOL MGT,10
639,12,FINANCIAL RISK ANALYTICS & M,9
640,12,DISASTER AND DEVELOPMENT,7
641,12,ADV MECHANICS OF SOLIDS,9
642,12,COMPUTER AIDED DESIGN,9
643,12,MECHANICAL VIBRATIONS,9
644,12,PRACTICE SCHOOL II,10
645,12,BIOLOGY LABORATORY,10
646,12,GENERAL BIOLOGY,8
647,12,ENGINEERING GRAPHICS,7
648,12,THERMODYNAMICS,9
649,12,TECHNICAL REPORT WRITING,7
650,12,COMPUTER PROGRAMMING,6
651,12,MATHEMATICS II,7
652,12,PROBABILITY & STATISTICS,8
653,12,PRINCIPLES OF ECONOMICS,8
654,12,FINANCIAL MANAGEMENT,10
655,12,DERIVATIVES &  RISK MGMT,9
656,12,SRIMAD BHAGAVAD GITA,6
657,12,MACHINE DESIGN & DRAWING,10
658,12,IC ENGINES,8
659,12,PRODUCTION TECHNIQUES I,9
660,12,KIN & DYN OF MACHINES,7
661,12,STUDY PROJECT,7
